,listing_id,name,description,picture_url,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
50,33127515.0,Best Location - Standard - Two Bedrooms Apartment,"The apartment is big and comfortable. Its position is something special for your holiday. In the middle of the city center you can reach easily restaurants, bars, supermarkets and the lake. This is the best option for a group of friends or families. The space The apartment has: - one Bedroom with a double bed and bunk bed - one Bedroom with double bed - living room with sofa bed -bathroom with a big shower and a nice kitchen with everything you need for your Italian dishes =) Guest access Free public parking on the street or parking spot in a garage, it's cost € 8.00 per night, you can book it directly with us. Other things to note - No SMOKING AREA - NO PARTIES ALLOWED We have some special extra services: - Cot for babies /small bed, need an extra charge - baby chair, need an extra charge - The Pets are always welcome need extra charge We have extra ser",https://a0.muscache.com/pictures/miso/Hosting-33127515/original/46f00c3a-a386-4820-a097-9287ad0aac9e.jpeg,2017-07-16,within an hour,99%,100%,f,56.0,56.0,"['email', 'phone', 'work_email']",t,45.88541,10.84137,Entire condo,Entire home/apt,8,1 bath,2.0,5.0,"[""Long term stays allowed"", ""Conditioner"", ""Heating"", ""Body soap"", ""Wifi"", ""Laundromat nearby"", ""Central air conditioning"", ""Hair dryer"", ""Lockbox"", ""Free street parking"", ""Freezer"", ""Toaster"", ""Crib - available upon request"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Stove"", ""Bed linens"", ""Elevator"", ""Hot water kettle"", ""Cooking basics"", ""Dining table"", ""HDTV"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Paid parking garage off premises"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Shower gel"", ""Microwave"", ""Hangers""]",$90.00,1,365,t,24,50,79,261,51,22,1,4.71,4.76,4.84,4.82,4.86,4.94,4.82,t
51,38110795.0,Casa Magda,"Appartamento indipendente a due passi dal centro di Moena. Composto da cucina attrezzata, tavola da pranzo, soggiorno con divano letto, bagno con doccia. Al piano superiore camera spaziosa con letto matrimoniale e letto a castello. Parcheggi nelle vicinanze. License number 022118-AT-665205",https://a0.muscache.com/pictures/5b5f2a59-029c-4e3d-9d04-79db5a96b4c3.jpg,2014-06-28,a few days or more,33%,57%,f,1.0,1.0,"['email', 'phone']",f,46.37914,11.65775,Entire rental unit,Entire home/apt,5,1 bath,1.0,2.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Heating"", ""Hair dryer"", ""Crib"", ""Free street parking"", ""Iron"", ""Children\u2019s books and toys"", ""Private entrance"", ""Stove"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""TV"", ""Paid parking off premises"", ""Cooking basics"", ""Refrigerator"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Microwave"", ""Hangers""]",$120.00,7,1125,t,29,59,85,350,11,2,0,4.55,4.64,4.91,4.82,5.0,4.82,4.91,f
52,41899222.0,Appartamento Centro Storico Riva 2 - Happy.Rentals,"Immerse yourself in Riva Old Town, from this timeless retreat equipped with all the must-have home comforts! Nestled within the heart of Riva Old Town, this updated holiday apartment offers a carefree holiday base for relaxation and sightseeing. The 3rd floor retreat ideally suits 1-2 couples and flexible groups of 4. A spacious open plan living room with flat screen TV, music stereo and double sofa bed is accompanied by a family kitchen diner for 4. Other things to note Couples staying will be able to unwind within the master double bedroom, which is serviced by a modern bathroom suite. A washing machine conveniently features and for larger groups looking to stay, another apartment on the 2nd floor of the same residence can also be rented, subject to availability (ID 3069). The timeless 3rd floor apartment features in a 4-storey townhouse, which is suitable for mobile guests but not elderly guests or young families with a buggy (due to the",https://a0.muscache.com/pictures/prohost-api/Hosting-41899222/original/b7123c03-d1cb-415c-a5d6-a39418b5422e.jpeg,2018-02-22,within an hour,61%,100%,f,114.0,170.0,"['email', 'phone']",t,45.88567,10.83922,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Oven"", ""Iron"", ""Toaster"", ""Smoke alarm"", ""Private entrance"", ""Shampoo"", ""Stove"", ""Washer"", ""Bed linens"", ""Hot water kettle"", ""TV"", ""Paid parking off premises"", ""Bathtub"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Portable fans"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Hangers""]",$58.00,2,1125,t,30,55,85,352,12,6,1,4.58,4.83,4.25,5.0,5.0,5.0,4.67,t
53,34622581.0,L'Antica Canonica di Casa Bernardi,"La Canonica è un grazioso e romantico appartamento dal fascino antico In origine la struttura era la vecchia canonica del borgo il ""Mass dei Bernardi"" la Chiesetta si trova a pochi passi sul terrazzo c'è ancora una piccola acquasantiera che è rimasta intatta nel tempo testimone delle antiche origini E un grazioso inginocchiatoio restaurato e inserito all'interno della stanza da letto All'esterno abbiamo posizionato 3 gnomi Bernardo Iolanda Fero per dare un tocco di magia al borgo incantato     The space L'ingresso è indipendente, composto da due stanze da letto: la matrimoniale e la seconda stanza con due letti singoli. Nell'appartamento  possono pernottare comodamente 4 persone, è a disposizione su richiesta, un lettino per un bimbo fino a 2 anni. Il soggiorno è dotato di divano e TV a schermo piatto.  La cucina completa di elettrodomestici: piano cottura, frigorifero con frizer, lavastoviglie, forno a microonde, macchina da caffè e bollitore. Il bagno completo",https://a0.muscache.com/pictures/2b7df342-37cf-4001-b6de-f8642bb77dc4.jpg,2018-01-31,within an hour,100%,93%,f,4.0,5.0,"['email', 'phone']",f,46.10478973,11.23670769,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Wifi"", ""Outdoor dining area"", ""Pour-over coffee"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Crib"", ""28\"" TV with standard cable"", ""Free street parking"", ""Iron"", ""Freezer"", ""Cable TV"", ""Clothing storage: closet"", ""Private entrance"", ""Free parking on premises"", ""Fire extinguisher"", ""Outdoor furniture"", ""Baby safety gates"", ""Cleaning products"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Stove"", ""Private garden or backyard"", ""Galtex  body soap"", ""Bed linens"", ""Stainless steel oven"", ""Host greets you"", ""Hot water kettle"", ""Coffee maker"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""First aid kit"", ""Bathtub"", ""Dishwasher"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Microwave"", ""Hangers""]",$125.00,2,28,t,26,56,86,98,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
54,48969698.0,"Vacanza in baita, tra Dolomiti di Brenta e Garda","La bella baita di montagna (del Settecento!) si trova in posizione isolata e panoramica, a 1200 msm. Luogo perfetto per il relax o per una vacanza attiva, offre dei bellissimi dintorni con straordinarie opportunità per il trekking, per escursioni in mountain bike. La baita, perfettamente arredata in stile alpino, è ideale per una o due famiglie con bambini. All'esterno della casa è disponibile un barbecue, un ampio tavolo per pranzare all'aperto, al riparo di una tettoia. E c'è il ping pong.",https://a0.muscache.com/pictures/ca3de91f-f9ea-4900-9fbc-2c42a87d7c8c.jpg,2014-08-06,within a few hours,100%,38%,f,2.0,2.0,"['email', 'phone']",t,46.07089,10.74166,Entire cottage,Entire home/apt,6,1 bath,3.0,5.0,"[""Long term stays allowed"", ""Wifi"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Ping pong table"", ""Crib"", ""Clothing storage: dresser and closet"", ""Iron"", ""Freezer"", ""Toaster"", ""Private entrance"", ""Free parking on premises"", ""Outdoor furniture"", ""Fire pit"", ""Cleaning products"", ""Private patio or balcony"", ""Stove"", ""Private garden or backyard"", ""Indoor fireplace"", ""Washer"", ""Stainless steel oven"", ""Hot water kettle"", ""Barbecue utensils"", ""TV"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""First aid kit"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Hangers""]",$123.00,6,1125,t,23,53,76,250,4,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f
55,49874013.0,n.2 - Appartamento bilocale con terrazzo,"Residenza Alba, in prossimità del centro storico di Molveno a due passi da tutti i servizi. L'appartamento n.2 è posto al primo piano con terrazzino privato ed affaccio sulla piazza. Molto apprezzato dalle famiglie che desiderano vivere all’aperto. 1 stanza matrimoniale, ampio soggiorno, zona cucina, bagno, ed entrata indipendente, con 2 comodi letti a scomparsa, separati dal soggiorno da una vetrata opacizzata scorrevole creando una sorta di seconda stanzetta, divano letto in soggiorno The space Nelle serate estive la possibilità di mangiare all'aperto sul terrazzino.",https://a0.muscache.com/pictures/d23dfb86-8832-434f-8a75-718f330b7402.jpg,2021-05-18,within an hour,100%,100%,f,7.0,7.0,"['email', 'phone']",t,46.14255,10.96578,Entire rental unit,Entire home/apt,5,1 bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Elevator"", ""Private entrance"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Host greets you"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Cooking basics"", ""Dedicated workspace"", ""Iron"", ""Dryer"", ""Pack \u2019n play/Travel crib""]",$104.00,2,30,t,15,42,72,214,2,2,1,4.5,4.5,4.0,5.0,5.0,5.0,5.0,t
56,31491449.0,AstraapP,"Comfortable one bedroom apartment five minutes walk from the train station. There are an entrance, a bathroom with shower, a living area with a balcony and a double bedroom, in an apartament building at the corner of Via Fontana and Corso Buonarroti. Convenient for travelers as it is only 500 meters from the train station and well connected to the ring road. Wi-Fi and optical fiber included. Possibility of luggage storage in the cellar. NO air conditioning, but we provide a fan The space The apartment is located on the third floor and there is a lift. Bright and well-equipped, it offers everything necessary for short stays. In the kitchen there are gas stoves, electric oven, fridge and freezer, plates, cutlery, pots and accessories. In the bedroom there are a spacious wardrobe, a chest of drawers, a mirror, two bedside tables with lamps, a double bed with new orthopedic mattresses. Bed linen and towels are included Fre",https://a0.muscache.com/pictures/11c9d033-447c-4305-9932-c8d3dae7f3d4.jpg,2019-01-11,within an hour,100%,99%,t,1.0,1.0,"['email', 'phone']",t,46.07617,11.11865,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Wifi"", ""Body soap"", ""Stainless steel stove"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Lockbox"", ""Oven"", ""Iron"", ""Freezer"", ""Smoke alarm"", ""Private entrance"", ""Free parking on premises"", ""Shampoo"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""Washer"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Dining table"", ""Patio or balcony"", ""First aid kit"", ""Portable air conditioning"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Extra pillows and blankets"", ""Shower gel"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$71.00,3,29,t,2,2,2,2,148,33,3,4.91,4.96,4.95,4.97,4.97,4.89,4.84,f
57,28069268.0,"Appartamento ""Casa Trettel"" cipat:022196-AT-069040","Casa al centro di Tesero a 4 km da Cavalese ed a circa 8 km da Predazzo. L'appartamento in stile Trentino-Tirolese è composto da cucina, bagno, camera matrimoniale, camera con 3 letti, soggiorno, poggiolo e deposito . Servizi: forno, piastre in vetroceramica, microonde, frigorifero con congelatore, riscaldamento autonomo, bagno con doccia e lavatrice, tv digitale terrestre, internet wi-fi. La casa dista 150 metri dalla fermata bus e dai ristoranti del paese e circa 30 metri dal supermercato. The space Appartamento ampio e vivibile anche da famiglie numerose Other things to note Appartamento situato in posizione ideale e vicino a tutti i servizi ed attività commerciali del paese.",https://a0.muscache.com/pictures/ff8ffed7-60bb-411c-bda5-3b6e096a1fa9.jpg,2018-08-27,within a few hours,100%,0%,f,1.0,1.0,"['email', 'phone']",t,46.28937,11.51115,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,"[""Heating"", ""Wifi"", ""Hair dryer"", ""Oven"", ""Iron"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Bed linens"", ""Coffee maker"", ""TV"", ""High chair"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Dishwasher"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Microwave"", ""Hangers""]",$90.00,2,14,t,0,1,2,60,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
58,54158373.0,Sun & Mountains Cavalese,"Splendido appartamento situato a Cavalese con vista sulle piste del Cermis, circondato dal verde e a soli 2 minuti dall’impianto di risalita! Perfetto per concederti una vacanza si relax e sport! Beautiful apartment located in Cavalese overlooking the Cermis slopes, surrounded by greenery and just 2 minutes from the ski lift! Perfect for giving yourself a relaxing and sporting holiday!",https://a0.muscache.com/pictures/fb7c1f01-e237-4d09-af1b-9806ccfe50b0.jpg,2021-02-04,within an hour,100%,100%,t,5.0,5.0,"['email', 'phone']",t,46.29006,11.47511,Entire condo,Entire home/apt,6,1 bath,2.0,6.0,"[""Long term stays allowed"", ""Wifi"", ""Outdoor dining area"", ""Lockbox"", ""Hair dryer"", ""Clothing storage: closet"", ""Private entrance"", ""Free parking on premises"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Private garden or backyard"", ""Indoor fireplace"", ""Washer"", ""Bed linens"", ""Single level home"", ""TV"", ""Cooking basics"", ""Dining table"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Central heating""]",$130.00,3,365,t,30,60,74,232,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,t
59,1025536.0,Arco - Riva del Garda - WiFi,"Don't miss our new flat!!! www.airbnb.it/rooms/5313325 The space In the beautiful, green and picturesque town of Arco in northern Italy in the province of Trentino, just 7 km from the most beautiful natural creation of Lake Garda, one-bedroom apartments are dealt with all amenities. Apartments 42 square meters. m include room, kitchen, shared bathroom. The room has two beds, sofa, dining table and a small closet. The kitchen is fully equipped. Shower. Very pretty and spacious apartment. Now separate the region of Trentino - one of the most beautiful regions of Italy, located in the north, our little town of Arco, lost among the mountains and olive groves. Pearl of the region is, of course, Lake Garda. It is incredibly beautiful. I believe that everyone in their life should see the beauty of the lake and the lakeside towns of Riva del Garda, Lazise, Limone, Malcesine. Their color is not just words. Here you can find a lot of castles, ancient Roman buildings",https://a0.muscache.com/pictures/d605721c-0379-4321-9c2e-063210e38fc7.jpg,2013-03-27,within an hour,100%,100%,f,1.0,2.0,"['email', 'phone']",t,45.92291,10.86339,Entire home,Entire home/apt,4,1 bath,1.0,2.0,"[""Washer"", ""Essentials"", ""Long term stays allowed"", ""Private entrance"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Lake access"", ""TV with standard cable"", ""Kitchen"", ""Cooking basics"", ""Air conditioning"", ""Oven"", ""Free street parking"", ""Smart lock"", ""Hot water"", ""Cable TV"", ""Hangers""]",$80.00,2,1125,t,3,15,15,217,168,16,4,4.78,4.83,4.86,4.91,4.92,4.66,4.77,f
60,40299800.0,"Cabernet, Inmitten der Weinberge","Gemütlich, komplett ausgestattet und ein atemberaubender Blick. Die Wohnung CABERNET bietet mit ca. 45 qm Platz für 4 Gäste, verfügt über ein helles Bad mit Tageslicht, eine voll eingerichtete Küche und TV. So bietet die Wohnung für jede Zielgruppe - ganz gleich ob Familien, Natur- oder Aktivurlauber einen entspannten Urlaub in familiärer Atmosphäre. The space Gemütlich, bodenständig und naturverbunden - so lassen sich die Vorzüge der Wohnung CABERNET zusammenfassen. Other things to note Für den Aufenthalt eines Hundes werde 10€ extra, pro Tag berechnet!",https://a0.muscache.com/pictures/b6d23115-ca0a-4a7f-83e7-c7e7bdc5cec0.jpg,2015-03-05,within an hour,100%,100%,t,3.0,3.0,"['email', 'phone', 'work_email']",t,46.3137,11.2048,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,2.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Baking sheet"", ""Hair dryer"", ""Oven"", ""Iron"", ""Cable TV"", ""Private entrance"", ""Free parking on premises"", ""Fire extinguisher"", ""Washer"", ""Bed linens"", ""Coffee maker"", ""Backyard"", ""Electric stove"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Dryer"", ""Hangers""]",$97.00,3,1125,t,12,37,67,255,34,23,4,4.91,4.88,4.94,4.91,4.74,4.88,4.82,t
61,24512615.0,Family Retreat - One Bedroom Penthouse Apartment,"Nice apartment in the city center of Riva del Garda, it is a cute apartment in the middle of the city. Perfect for small families or workers. This apartment give you the best way for enjoy Riva del Garda city and its Lake. Perfect for any seasons. Shops, restaurants, bars, markets are a few just steps away from home. You can find everything you need for a good stay. The space Living room with a nice sofa bed and kitchen, pretty nice center view. Nice bedroom with a double bed. Guest access You are in the city center of Riva del Garda, you can move around walking or by bike, no traffic area. Free public parking on the street or parking spot in a garage, it's cost € 8.00 per night, you can book it directly with us. Other things to note We have some special extra services: - No Elevator - Parties NOT allowed - Cot for babies /small bed, need an extra charge - Baby chair, needs an extra c",https://a0.muscache.com/pictures/6ae701fc-a826-42ff-a74b-c181d87fdf2d.jpg,2017-07-16,within an hour,99%,100%,f,56.0,56.0,"['email', 'phone', 'work_email']",t,45.88633,10.84202,Entire condo,Entire home/apt,4,1 bath,1.0,3.0,"[""Long term stays allowed"", ""Wifi"", ""Body soap"", ""Lockbox"", ""Hair dryer"", ""Oven"", ""Free street parking"", ""Iron"", ""Freezer"", ""Toaster"", ""Crib - available upon request"", ""Private entrance"", ""Shampoo"", ""Free washer \u2013 In unit"", ""Stove"", ""Bed linens"", ""Hot water kettle"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""Bathtub"", ""HDTV"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Paid parking garage off premises"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Shower gel"", ""Hangers""]",$81.00,1,365,t,16,39,69,137,42,9,0,4.19,4.21,4.33,4.88,4.69,4.88,4.29,t
62,49170287.0,App Dirce on the first floor 2 balconies,"A very confortable apartment with two bedrooms, a bathroom, a living room and a balcony where you can see the centre of Enguiso. The accomodation is equipped with a car parking,two balconies, a TV satellite, two bedrooms, one bathroom, one kitchen and a living room. License number 022229-AT067467",https://a0.muscache.com/pictures/miso/Hosting-49170287/original/48d1815b-fedc-4865-8a41-45eff8581d3e.jpeg,2016-12-22,a few days or more,30%,8%,f,9.0,11.0,"['email', 'phone']",t,45.90561,10.72828,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,"[""Long term stays allowed"", ""Heating"", ""Body soap"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Crib"", ""28\"" TV with standard cable"", ""Iron"", ""Smoke alarm"", ""Cable TV"", ""Free parking on premises"", ""Shampoo"", ""Fire pit"", ""Washer"", ""Bed linens"", ""Host greets you"", ""Cooking basics"", ""Patio or balcony"", ""Hot tub"", ""Hot water"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib""]",$94.00,7,1125,t,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
63,398211.0,Spacious apartment in South Tyrol,"Apartment PINK LADY. CODICE CIPAT 022253-AT-843694 The space Spacious apartment with 4 bedrooms, 2 bathrooms, big living room, kitchen, fireplace. The apartment is Ideal for families or groups. The apartment is comfortable and have a great view on the Valley and the Mountains. Free Wireless Internet. Other things to note TOURIST TAX: There is an extra charge for the tourist tax to pay in cash when you arrive: 1.5 euro per day per person for adults above 14 years old.",https://a0.muscache.com/pictures/534a0de5-b42d-49c0-9b72-c0571ef00a3e.jpg,2010-07-09,within a day,100%,87%,t,4.0,4.0,"['email', 'phone']",t,46.4356,11.10347,Entire rental unit,Entire home/apt,10,2 baths,4.0,5.0,"[""Washer"", ""Essentials"", ""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Coffee maker"", ""Dishes and silverware"", ""TV"", ""Kitchen"", ""Indoor fireplace"", ""Refrigerator""]",$124.00,5,1125,t,20,50,75,330,40,6,1,4.85,4.88,4.88,4.95,4.98,4.48,4.83,f
64,20513518.0,Bed and Breakfast nelle Dolomiti con piscina 2,"caldi arredi in stile montano, TV 32 pollici ,balcone ,pavimento in legno , bagno privato con doccia e asciugacapelli",https://a0.muscache.com/pictures/d0d5e3bf-cb7b-440c-8d71-547c0185235c.jpg,2014-12-22,within a few hours,100%,55%,f,2.0,3.0,"['email', 'phone']",f,46.31625,11.50286,Private room in bed and breakfast,Private room,3,1.5 baths,1.0,3.0,"[""Bed linens"", ""Essentials"", ""Elevator"", ""Free parking on premises"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Lock on bedroom door"", ""Wifi"", ""Hair dryer"", ""TV"", ""Backyard"", ""Pool"", ""First aid kit"", ""Gym"", ""Breakfast"", ""Hot tub"", ""Smoke alarm"", ""Hangers""]",$110.00,3,45,t,0,0,24,228,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
65,19732119.0,Apartment Sole,"Two-room apartment in Val di Sole, Croviana, 5 minutes from the Daolasa ski lift to Marilleva Folgarida and Madonna di Campiglio The apartment consists of a large double bedroom and a bunk bed in a small room, large wooden balcony, kitchen / living room with sofa, bathroom with shower. Independent heating, fridge, freezer, oven, cooking utensils, washing machine, iron and ironing board, clothes rack, wardrobes, blankets, hairdryer, television, DVD. The space The apartment is located very close to the town of Malè, the capital of the Val di Sole, in the area served by public transport, a stone's throw from all the shops. There are three supermarkets nearby and several restaurants for dining. A few minutes by car, at the Dimaro rafting center you can find a SPA for relaxation after a walk or after a day on the snow. The main road is nearby and the location is great to reach any place in a short time. Guest access The apa",https://a0.muscache.com/pictures/1596c754-3b09-4071-8843-e1c7185b04ac.jpg,2016-08-01,within an hour,100%,71%,f,1.0,1.0,"['email', 'phone', 'work_email']",t,46.3453,10.90263,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Long term stays allowed"", ""Stainless steel gas stove"", ""Hair dryer"", ""Radiant heating"", ""Free street parking"", ""Iron"", ""Freezer"", ""Clothing storage: closet"", ""Private entrance"", ""Cleaning products"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Stainless steel oven"", ""Elevator"", ""Free carport on premises \u2013 1 space"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""HDTV"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Building staff"", ""Extra pillows and blankets"", ""Microwave"", ""Hangers""]",$59.00,2,1125,t,28,31,31,31,10,1,0,4.8,4.6,4.5,4.7,4.7,4.4,4.6,f
66,49308045.0,Pederiva (SOF743) for 4 persons,"Note: You can directly book the best price if your travel dates are available, all discounts are already included. In the following house description you will find all information about our listing. ""Pederiva (SOF743)"", 3-room apartment 80 m2 on 3rd floor. Practical furnishings: 1 room with 2 beds (80 cm). 1 room with 2 beds (80 cm). Exit to the balcony. Kitchen-/living room (dishwasher, 4 ceramic glass hob hotplates, kettle, microwave, freezer, electric coffee machine) with dining ta... The space ...ble and satellite TV. Exit to the balcony. Shower/WC. Gas heating. Facilities: washing machine (extra). Baby cot. Internet (WiFi). Please note: non-smokers only. Maximum 1 pet/ dog allowed.  Additional service charges may have to be paid locally on-site, see house rules and house manual for details. Please don't hesitate to contact us should you have any questions. Thank you. Apartment house ""Pederiva"". 5 apartments in the property. In ",https://a0.muscache.com/pictures/prohost-api/Hosting-49308045/original/17ee9aa3-a852-4b8d-b155-536a67221035.jpeg,2017-05-20,within an hour,100%,94%,t,52.0,55.0,"['email', 'phone']",t,46.392925,11.667001,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,"[""Washer"", ""Bed linens"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""TV"", ""Crib"", ""Kitchen"", ""Dishwasher"", ""Microwave"", ""Freezer"", ""Hangers""]",$15.00,1,28,t,0,1,23,91,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
67,5.539646877320503e+17,Appartamento in posizione esclusiva: Moena,"Apartments in exclusive and privileged location with all the comforts. Suites of brand new building dedicated to the main protagonist of the history of Hotel Faloria. Located on the top floor of the property, overlooking the main squares of Moena. Decorated with taste and the typical refinement of the mountain houses, they have all the comforts and services offered by Hotel Faloria. Unique solutions, in the heart of Moena.",https://a0.muscache.com/pictures/miso/Hosting-553964687732050257/original/7fd14696-a50f-41ad-9cfd-16ebe1d31a76.jpeg,2022-02-01,within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,46.376732,11.66036,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Safe"", ""Cooking basics"", ""Extra pillows and blankets"", ""Bidet"", ""Hot water"", ""Hangers""]",$145.00,1,365,t,28,57,87,172,7,7,1,4.71,4.43,5.0,4.29,5.0,5.0,4.43,t
68,6.281450446528216e+17,Sunflower,"Spacious apartment in the heart of Tenno, an ancient medieval village a few kilometers from Lake Garda. The apartment offers everything you need to spend a few days of relax and serenity between the lake and the mountains. The space The apartment has been recently renovated; this gives it a touch of modernity within a context of ancient flavors. Spaciousness of all the rooms, sober furnishings and tranquility of the house and the area complete the profile of SunFlower. Guest access All the spaces of the apartment are reserved exclusively for our guests.",https://a0.muscache.com/pictures/miso/Hosting-628145044652821733/original/934aa4bc-cee6-44b0-9f55-3d141a1d15fa.jpeg,2022-05-16,within an hour,100%,100%,f,1.0,3.0,"['email', 'phone']",t,45.91888,10.83336,Entire condo,Entire home/apt,5,1 bath,2.0,3.0,"[""Long term stays allowed"", ""Lockbox"", ""Hair dryer"", ""Free street parking"", ""Freezer"", ""Clothing storage: closet"", ""Private entrance"", ""Cleaning products"", ""Private patio or balcony"", ""Stove"", ""Washer"", ""Bed linens"", ""Hot water kettle"", ""Coffee maker"", ""TV"", ""Cooking basics"", ""Dining table"", ""Room-darkening shades"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Portable fans"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Microwave"", ""Hangers""]",$80.00,3,28,t,15,15,15,15,5,5,2,4.6,4.8,5.0,5.0,4.8,4.6,4.6,t
